"sottoarea","prod","sse","mape","maxape"
1,"1",0.907948078850755,0.358104830699208,0.647184268523327
1,"2",0.527799947549158,0.337832772457923,0.723928590491247
2,"1",1.59855712011132,0.225193304728821,0.558435698204503
2,"2",1.41665471456434,0.36157149628871,0.877537872041313
3,"1",0.192714531714258,0.267991138682869,0.59237636524388
3,"2",0.191278759437209,0.790904630973952,1.19352813889236
4,"1",2.04402801381482,0.263686685238133,0.693217485153078
4,"2",1.2001858743795,0.458568800029525,1.25362913866126
5,"1",4.10517621158215,0.248051554824614,0.725922292701882
5,"2",2.56984080431018,0.56087979106746,1.04001149487333
6,"1",0.222803906284831,0.354717619645906,1.34706123964575
6,"2",0.237441330643835,2.18941798217064,3.64618121157629
7,"1",0.354314976015249,0.203939872716427,0.375692583069884
7,"2",2.70902870169823,0.757302856404071,1.47265533954567
8,"1",1.93427008279068,0.224002776045697,0.706314880703994
8,"2",1.71063264721545,0.533251648390112,1.2425974429611
9,"1",1.30342834320268,0.241308818570705,0.580300739490398
9,"2",0.317913404351906,0.305235377750094,0.671656489295752
10,"1",1.85817275077367,0.258998152817709,0.677585050938179
10,"2",0.881670071784312,0.286057679551018,0.601170454080096
11,"1",2.53464956568385,0.326038573603073,0.750461438482921
11,"2",0.434680689259571,0.492702268066186,1.03452001606127
12,"1",1.49754514401496,0.279265695242658,0.880460587360757
12,"2",0.0900051698358924,0.135114948200381,0.546372277450952
13,"1",6.46494367929242,0.175449270977242,0.869224447488069
13,"2",2.03367775655444,0.228021964759264,0.498628362901799
14,"1",0.650381082233281,0.378075222831699,1.02018725156527
14,"2",0.372929417159054,0.375490222516132,0.877151490107513
15,"1",0.166927961021503,0.187954201551615,0.323573432241045
15,"2",0.218666504749076,0.307612948568979,0.745510357988866
16,"1",2.42186966050328,0.215381735863491,0.715215355033958
16,"2",0.334691026141549,0.136729429098498,0.39517999867853
17,"1",0.184049479082382,0.342577239941855,1.83666778506913
17,"2",0.205773144258934,1.95431733689998,4.84484994876778
18,"1",1.1665021954712,0.165317309694208,0.484685305153299
18,"2",0.683569536029834,0.386517284222396,0.699371413439839
19,"1",0.751227902263765,0.27128476895724,0.767757356861309
19,"2",0.346198374897907,0.381204697219326,0.920091301889888
20,"1",0.000146779375807282,NA,NA
20,"2",9.62425157532214e-07,NA,NA
21,"1",1.3602167546105,0.171155384550568,0.583771977883835
21,"2",0.843981728476283,0.279506870213964,0.948747546371178
22,"1",1.66897235408008,0.278615370636124,0.747812905987788
22,"2",0.686618548251123,0.378796249522975,0.900830561187478
23,"1",2.40818400298117,0.199841221745175,0.776918618873482
23,"2",0.237262766658047,0.209481848652461,0.399794048975351
24,"1",4.55411280659377,0.348330161717941,0.794766405220963
24,"2",0.603912997288843,0.399759172815549,0.740685936954461
25,"1",2.14482281561566,0.232825136225788,0.593593584823677
25,"2",0.843617482981217,0.327378736461848,0.723195533704394
26,"1",2.95049705184413,0.235296181473109,0.827805827844561
26,"2",0.422802547874052,0.226867861236202,0.556458233933306
27,"1",1.80595923063192,0.224990272311514,0.598602908360127
27,"2",0.674353348792358,0.316459360894291,0.772680708139481
28,"1",8.40522152764594,0.234172873797752,0.866532336650347
28,"2",1.61375526309445,0.263664196522656,0.999594731622778
29,"1",7.81419137407014,0.20731684733388,0.936664388539374
29,"2",1.96068205851316,0.357110577704749,1.26785810379309
30,"1",2.66027777422025,0.279322166647362,0.857544636972114
30,"2",0.460646496451877,0.430258220464548,0.891783227465927
31,"1",5.1982449186566,0.233979672328516,0.863261273373767
31,"2",0.258135624365232,0.21283663149379,0.381903062456722
32,"1",0.189447209247381,0.979791966447401,1.63196434786504
32,"2",0.000884645678270831,NA,NA
33,"1",0.517361165790077,0.54216235916821,1.12611293631035
33,"2",0.262844861585572,1.51479822673597,2.97411059026757
34,"1",0.966116944653339,0.314906155255884,0.623242834537526
34,"2",0.0980552895228495,0.265259525203409,0.707129980804926
35,"1",7.43033266807283,0.340838691008441,1.02834410591033
35,"2",1.40377765927541,0.377065065706847,0.799489388066529
36,"1",2.21838692978513,0.249481918517765,0.798804071258599
36,"2",1.25374855588935,0.335730313374491,0.936809144174055
37,"1",9.30514092623401,0.203544846077819,0.667102908315403
37,"2",3.54078297222993,0.23414880853923,0.608295658252335
38,"1",0.847367119005067,0.309427076137202,0.684362787198518
38,"2",0.429982399620597,0.416907313047024,1.54041860663003
39,"1",2.29906707972973,0.208366836634405,0.676811136402832
39,"2",1.07714184226349,0.385796781973919,0.881786159500436
40,"1",2.10962457641329,0.169646782905001,0.514046997224831
40,"2",1.64825129194067,0.266226458075406,0.65163938341154
41,"1",1.61607626766651,0.220206617101254,0.668636020349796
41,"2",0.836365232328422,0.336973826445456,0.789920883494467
42,"1",1.26982337877103,0.126788772958718,0.292256469231196
42,"2",1.00051863051983,0.222113791466099,0.542370156138001
43,"1",7.75716569319166,0.255110852718919,0.849640270008825
43,"2",4.90250799750991,0.445090266507783,1.03496752694488
44,"1",2.23898779551482,0.236627732781357,1.02834763086645
44,"2",0.730293282713997,0.394919288391794,0.707987516927769
45,"1",3.43437377575007,0.363055269183701,1.14612609587282
45,"2",0.623472418238703,0.366142830208928,0.726896690767349
46,"1",2.54940026397061,0.194876584374258,0.588538861072249
46,"2",1.16195043852491,0.335708228116505,0.615520410879333
47,"1",1.48299528367478,0.285991874906103,0.599380270557341
47,"2",0.392165644764697,0.572988633364702,1.44192928248598
48,"1",0.758300006840432,0.358664951262792,0.755846934626407
48,"2",0.155090970674657,1.16045760819411,1.9485123150596
49,"1",0.794392974649525,0.377242222370395,1.08759511031109
49,"2",0.224503958457235,0.615079205999266,1.64212152359688
50,"1",6.05224236584551,0.220852107664428,0.792035726181595
50,"2",7.11491071478813,0.351821856491076,1.737305071865
52,"1",4.25797780573607,0.277874216462962,1.10704345349386
52,"2",0.639503976019506,0.273769097406623,0.554362059315481
53,"1",1.94668857007951,0.185760384298952,0.758309816304949
53,"2",1.02897273165635,0.321803894915062,0.560385845313366
54,"1",1.01363800668588,0.246310693480741,0.543630816292983
54,"2",0.661299678793926,0.389681473199792,1.11538890638978
55,"1",1.73598295447895,0.154694240936547,0.594852173862825
55,"2",0.593571933490766,0.335934678062242,0.763178169517899
56,"1",0.195216639961927,0.970045513804413,1.67777120988379
56,"2",0.00123762842205039,NA,NA
57,"1",4.47404911777592,0.192543826679663,0.697216921854446
57,"2",3.06618965848023,0.357951152891482,0.745425549837069
58,"1",2.75104626238973,0.192489699769146,0.62951139436495
58,"2",3.31476487438978,0.433578840184732,1.04023417022707
59,"1",0.452256349222334,0.242166126691395,0.817255102199463
59,"2",0.340614991089755,0.574342026454695,1.71522734494164
60,"1",8.77640001112926,0.180409748618976,0.697630956932205
60,"2",1.80535590002533,0.191067470852009,0.487483009514096
61,"1",7.60253015310883,0.254698150036131,0.61589728363778
61,"2",2.41343895268849,0.241953695523615,0.745956228066826
62,"1",3.39893522081992,0.226409401831006,0.524657111353285
62,"2",1.42163485947947,0.304072471924838,0.913753612738821
63,"1",0.592529325568084,0.239322795502016,0.543357897841982
63,"2",0.48036238168882,0.29970565817503,0.745584737601318
64,"1",4.0136692058115,0.219942915776231,0.614505222434707
64,"2",0.584463167163509,0.193013444912713,0.499846032015183
65,"1",0.108153100068161,0.173447718474083,1.12607417407956
65,"2",0.264548598583531,0.736745039567463,1.55691914118587
66,"1",2.56795361239035,0.355833716744194,0.777310884953467
66,"2",0.682907423317742,0.445733637361001,1.11446517891457
67,"1",2.63346359217456,0.216115153131675,0.872228189107058
67,"2",0.611762572000779,0.401941103781763,0.99045080068813
68,"1",1.12699140871748,0.289971709470757,0.811831441820825
68,"2",0.258569634255848,0.232709065960299,0.707065420523622
69,"1",0.973592898772909,0.223389576495333,0.717426115071461
69,"2",0.309933805805328,0.276394018908662,0.673293300970872
70,"1",1.42269713379977,0.254461587046017,0.78980826929835
70,"2",0.464524182524238,1.00041756356694,2.55705254763304
71,"1",1.0133652285025,0.262736410234749,0.65634699572105
71,"2",0.960966729390913,1.63162862448437,3.58736517422069
72,"1",0.619378811509777,0.252194261047815,0.621728003799243
72,"2",0.0379903704523049,NA,NA
73,"1",3.1604573307878,0.548414978417968,1.098218908459
73,"2",1.99725896660735,1.45411289185929,2.12120207930826
74,"1",1.47822030314886,0.166265310625262,0.607774144293779
74,"2",1.33716586747812,0.401556683542056,0.757894590600466
75,"1",2.95791285854972,0.293244234060943,0.776289721167984
75,"2",0.763620847422983,0.437069980661177,0.662468115949442
76,"1",3.64729425120705,0.231632586864725,0.714062376156015
76,"2",0.31661962522282,0.217162885042291,0.444269505782052
77,"1",2.03562802386864,0.171203007699403,0.595413213142121
77,"2",27.3364240702953,0.603815003955336,1.87086442820642
78,"1",0.133337363315874,0.428983771821453,1.26801178765477
78,"2",0.00561623973584083,NA,NA
79,"1",1.42351735167996,0.311219306973034,0.961069174279303
79,"2",0.243084326784724,0.882805031209837,1.65713726262173
80,"1",2.11876183030641,0.215053191703715,0.833133340286908
80,"2",0.868129898889043,0.321628622037052,0.83532244346112
81,"1",0.590284859220823,0.145253563981897,0.503477468747517
81,"2",0.559135783631809,0.357154669580872,0.703937828656559
82,"1",0.668242741702199,0.399709479359816,0.984399957977902
82,"2",0.257368654738507,0.380434736005008,1.10304627719492
83,"1",0.957574625700726,0.174945338522043,0.480215704849325
83,"2",0.583747161695878,0.307263314578792,0.624315393974548
84,"1",2.07243212871968,0.183908839539341,0.529467626060643
84,"2",3.71207522987585,0.32814655008745,1.02335482930282
85,"1",0.328220418882603,0.232055124152779,0.50522385203176
85,"2",0.934365784046212,0.703282681989346,1.4173355957087
86,"1",4.27392614078923,0.281564740293972,0.61177075793378
86,"2",1.15208735072589,0.233677411033967,0.444775741517483
87,"1",1.02258591971789,0.373641501961033,0.746167021560118
87,"2",0.876834017577469,0.428090529736372,0.721665781308962
88,"1",21.8113113078627,0.273624496471888,0.670728063264991
88,"2",4.49241204623426,0.242897850540571,0.612502754591649
89,"1",1.3768464932931,0.356638133994541,0.891567036303182
89,"2",0.462873820997515,0.288913064356813,0.675466169435932
90,"1",8.6642758480701,0.232159268430051,0.466537519049658
90,"2",1.86760571380144,0.166966653466809,0.497296683382032
91,"1",3.96263932750841,0.276520267975242,0.670751349126079
91,"2",1.68926765602233,0.364824864874574,1.22554270470909
92,"1",3.51829825939125,0.228005844035128,0.646669289320278
92,"2",4.13649114781934,0.405576459400143,1.58149758310037
93,"1",0.438940987177907,0.227143993017456,0.471225432165097
93,"2",0.410729455482655,0.524246297482676,1.07336129932711
94,"1",1.75797862098535,0.208643419343087,0.636809035282783
94,"2",0.850402430128085,0.219746703004272,0.486782335667364
95,"1",1.36994226148798,0.271785463169785,0.598862509931474
95,"2",0.725038618639879,0.242719436388635,0.547566021618843
96,"1",1.94578235715094,0.221978257536524,0.537335485190255
96,"2",1.02036852408144,0.278720973753341,0.844573424841022
97,"1",1.19211236228854,0.30187478664649,0.682669641861564
97,"2",4.01237369119062,0.518518529689586,3.44474422239221
98,"1",1.34129615146109,0.278654854907983,0.617253440303015
98,"2",0.253628005556628,0.421031185259717,0.837356221699386
99,"1",2.94128554258094,0.340517850491228,0.805380214932591
99,"2",0.326162908284352,0.32480721187121,0.857464706708955
100,"1",3.96049813881195,0.297040021515712,1.06797384980966
100,"2",5.68010748821259,0.407398217619238,0.905634329601244
101,"1",1.18333704913644,0.213672662988982,0.702674820923988
101,"2",2.34226679510453,0.383873514378311,1.22259053654275
102,"1",3.90652209502123,0.207482662228592,0.820330915360688
102,"2",1.23222446805107,0.234064492380648,0.53616119165215
103,"1",1.00676600179781,0.271878113832791,0.789725690006894
103,"2",0.593337533169101,0.293234863670563,0.854922724013881
104,"1",2.23957305264855,0.350353953889571,0.925880863564616
104,"2",0.553156345556441,0.341658061298423,0.718343175685386
105,"1",3.99718936425061,0.231188255739712,0.672793248101573
105,"2",8.16281529155837,0.33705611328111,1.57177698885605
106,"1",4.60113130474871,0.216694298974552,0.678445126465103
106,"2",5.96621703213743,0.307710154100169,1.60116453869208
107,"1",0.928528006534906,0.45371347849769,1.08962737048254
107,"2",1.02184247088708,0.42284766762285,0.908786650614111
108,"1",1.6064512296814,0.244664903287841,0.662513801249533
108,"2",1.63315215201416,1.20119537474746,2.58921853341724
109,"1",2.99359501941449,0.227802171081938,0.774732966166986
109,"2",2.0370541861155,0.339760156758186,1.0023204553653
110,"1",1.23895842959011,0.329067825198903,1.04792758651193
110,"2",0.425436201916703,0.441324205098198,1.07010038603777
111,"1",5.95540824608093,0.165966222777447,0.70229777600575
111,"2",5.52584905791977,0.453132937076379,0.797880068859138
112,"1",1.50176090433059,0.174693392688934,0.625217567316531
112,"2",0.647224769351461,0.525015109451988,1.40811782668011
113,"1",3.69065035557141,0.16511594880857,0.700597814048968
113,"2",6.45637141638442,0.533136171826612,1.00813096471137
114,"1",7.92050432609309,0.170852192649123,0.749274344101896
114,"2",7.97235222133337,0.499972029870432,1.24200105095129
115,"1",0.247156313438574,0.616922519901453,1.84649906035925
115,"2",0.219815848793203,1.95171567594683,5
116,"1",0.386332792182911,0.155468702848582,0.299747901369265
116,"2",0.149830967239478,0.248412180626104,0.735095705960162
117,"1",0.00880891751215596,0.0998038311647352,0.205045227943655
117,"2",0.223152229232714,1.32647286061832,2.65336705590163
118,"1",0.466569745761679,0.161588053342123,0.28231520068416
118,"2",0.535380508134092,0.439008279410431,0.851105155431737
119,"1",0.0877135936476252,0.228959829138116,0.882741407099631
119,"2",0.119904871125943,Inf,Inf
120,"1",6.15733907435082,0.256513039635914,0.666249592615971
120,"2",1.37201593367355,0.264962636114978,0.523080775189109
121,"1",2.90377319540313,0.171947577837138,0.630646610688943
121,"2",1.40133084702277,0.201258212139857,0.50711959709635
122,"1",0.863762989814075,0.26313361026402,0.538781045992449
122,"2",1.17133703047654,0.368166003105374,0.818999433177772
123,"1",1.61514795841422,0.273257024672532,0.808115703702259
123,"2",1.81360966603162,0.395063976984356,1.43431978170987
124,"1",2.68746219722712,0.201010919247048,0.827063873437325
124,"2",2.23309689696098,0.630914121339468,1.14137378001469
125,"1",6.41301575968738,0.288579366223046,1.07817540194143
125,"2",0.713590701850378,0.213009699066081,0.412564799310277
126,"1",2.06742615810654,0.228894399572214,0.599974113660136
126,"2",1.96440721552642,0.577496197585073,0.87997536339974
127,"1",2.7205830486982,0.186013281792923,0.693711930544205
127,"2",1.71470928739568,0.607749870277268,0.855572420958835
128,"1",0.21323698193522,0.32254403226216,0.553807243717517
128,"2",0.257078861396648,0.760913208024024,1.44729307068918
129,"1",4.1860383265336,0.205488167496935,0.633906845760671
129,"2",1.61067592592577,0.345830387472727,0.760453893227999
130,"1",3.77115665694365,0.202901739442041,0.711911922865576
