"sottoarea","prod","data","zona","area","vendite_random_forest","sse_random_forest","vendite_sarima","sse_sarima","vendite_xgboost","sse_xgboost","vendite"
"1","1",2016-05-20,"21","57",2.80857047919202,0.734932249109018,2.70102210642978,0.907948078850755,1.59533905982971,0.606234064085284,2.29302411891297
"1","1",2016-05-21,"21","57",1.87961593825997,0.734932249109018,0.704841548788607,0.907948078850755,0,0.606234064085284,0.810840660541275
"1","1",2016-05-22,"21","57",1.61967671981071,0.734932249109018,0.216200429672566,0.907948078850755,0,0.606234064085284,0.593923384542727
"1","1",2016-05-23,"21","57",2.87476265750146,0.734932249109018,2.80973166252442,0.907948078850755,3.19231414794922,0.606234064085284,2.98474122448914
"1","1",2016-05-24,"21","57",2.8595919761344,0.734932249109018,3.04637612807543,0.907948078850755,2.54475808143616,0.606234064085284,2.78331814722187
"1","1",2016-05-25,"21","57",2.80930733386786,0.734932249109018,2.96230703569106,0.907948078850755,2.53811812400818,0.606234064085284,2.74149337572282
"1","1",2016-05-26,"21","57",2.80468731172534,0.734932249109018,3.03662430121562,0.907948078850755,2.50285530090332,0.606234064085284,2.74572497185192
"1","1",2016-05-27,"21","57",2.85374470281748,0.734932249109018,3.05841027400005,0.907948078850755,2.77553629875183,0.606234064085284,2.87719274654758
"1","1",2016-05-28,"21","57",1.90609126247161,0.734932249109018,0.817881839377187,0.907948078850755,0.300622373819351,0.606234064085284,0.970489665844594
"1","1",2016-05-29,"21","57",1.66360863731453,0.734932249109018,0.276715805813928,0.907948078850755,0.0605407357215881,0.606234064085284,0.648960874842337
"1","2",2016-05-20,"21","57",1.87325873262765,0.477684024086132,2.04216252083603,0.527799947549158,1.5568540096283,0.651642483334104,1.84328507456747
"1","2",2016-05-21,"21","57",1.48834117548668,0.477684024086132,0.944167151741647,0.527799947549158,0.909494519233704,0.651642483334104,1.1408081541766
"1","2",2016-05-22,"21","57",1.17105063825509,0.477684024086132,0.0491639058355611,0.527799947549158,0.474343240261078,0.651642483334104,0.592572515907646
"1","2",2016-05-23,"21","57",1.65173554594425,0.477684024086132,1.1613963638073,0.527799947549158,1.66667401790619,0.651642483334104,1.48766644272842
"1","2",2016-05-24,"21","57",1.85905288292575,0.477684024086132,2.14776477669864,0.527799947549158,1.76775801181793,0.651642483334104,1.9327328380217
"1","2",2016-05-25,"21","57",1.79298005626554,0.477684024086132,1.73238409685605,0.527799947549158,1.64735126495361,0.651642483334104,1.73172565472735
"1","2",2016-05-26,"21","57",1.83997203098258,0.477684024086132,1.93212509572026,0.527799947549158,1.85236120223999,0.651642483334104,1.87502944257185
"1","2",2016-05-27,"21","57",1.92458944959027,0.477684024086132,2.15894464774123,0.527799947549158,1.9225389957428,0.651642483334104,2.00441963601663
"1","2",2016-05-28,"21","57",1.40431243626446,0.477684024086132,1.02169267236498,0.527799947549158,0.899255335330963,0.651642483334104,1.13270751119982
"1","2",2016-05-29,"21","57",1.19017695130626,0.477684024086132,0.0806362421111108,0.527799947549158,0.428425669670105,0.651642483334104,0.59786064250795
"10","1",2016-05-20,"13","33",5.01557294984414,1.74013150573139,5.23144805126635,1.85817275077367,3.57274389266968,1.50690211790719,4.54198436881224
"10","1",2016-05-21,"13","33",3.58838115854476,1.74013150573139,0.800539782277394,1.85817275077367,0,1.50690211790719,1.40333787614166
"10","1",2016-05-22,"13","33",2.62944970971261,1.74013150573139,0,1.85817275077367,0,1.50690211790719,0.850610875457903
"10","1",2016-05-23,"13","33",4.96868780257873,1.74013150573139,4.69566867471113,1.85817275077367,5.18786573410034,1.50690211790719,4.96785497630998
"10","1",2016-05-24,"13","33",4.94960741389014,1.74013150573139,5.18189524028145,1.85817275077367,4.86403942108154,1.50690211790719,4.98801258713831
"10","1",2016-05-25,"13","33",5.05044652445957,1.74013150573139,5.50090611278582,1.85817275077367,5.12738943099976,1.50690211790719,5.21565342882034
"10","1",2016-05-26,"13","33",5.03841121026516,1.74013150573139,5.14082770578944,1.85817275077367,4.9760913848877,1.50690211790719,5.0461573110263
"10","1",2016-05-27,"13","33",5.08763278572972,1.74013150573139,5.81999810504944,1.85817275077367,4.79848909378052,1.50690211790719,5.20148511190886
"10","1",2016-05-28,"13","33",3.43022916896515,1.74013150573139,0.990920457081825,1.85817275077367,0.708538949489594,1.50690211790719,1.67453478719152
"10","1",2016-05-29,"13","33",2.65160862031937,1.74013150573139,0,1.85817275077367,0,1.50690211790719,0.857779147313716
"10","2",2016-05-20,"13","33",2.64039157126862,0.872350072680331,2.53127420325593,0.881670071784312,1.76714622974396,0.869788702466637,2.3116289215866
"10","2",2016-05-21,"13","33",2.1205124632372,0.872350072680331,1.24169150857365,0.881670071784312,1.20770108699799,0.869788702466637,1.52398591605002
"10","2",2016-05-22,"13","33",1.65393109717764,0.872350072680331,0.289370821976462,0.881670071784312,0.200773358345032,0.869788702466637,0.715688494801607
"10","2",2016-05-23,"13","33",1.96333809072802,0.872350072680331,1.57050852976157,0.881670071784312,1.50478458404541,0.869788702466637,1.67975693024931
"10","2",2016-05-24,"13","33",2.65319319857105,0.872350072680331,1.86663705066948,0.881670071784312,1.83277451992035,0.869788702466637,2.11814100876563
"10","2",2016-05-25,"13","33",2.73294616774986,0.872350072680331,2.27180829595388,0.881670071784312,2.14851140975952,0.869788702466637,2.38458761489156
"10","2",2016-05-26,"13","33",2.66952704107672,0.872350072680331,2.72289638753296,0.881670071784312,2.30859470367432,0.869788702466637,2.56620104193461
"10","2",2016-05-27,"13","33",2.52838648627874,0.872350072680331,2.38812808374234,0.881670071784312,2.08775997161865,0.869788702466637,2.33432657337846
"10","2",2016-05-28,"13","33",1.89955183943703,0.872350072680331,1.13502926204618,0.881670071784312,1.03420829772949,0.869788702466637,1.35672772612135
"10","2",2016-05-29,"13","33",1.6027778871728,0.872350072680331,0.199497219769953,0.881670071784312,0,0.869788702466637,0.601584651219213
"100","1",2016-05-20,"7","16",6.00790716110023,3.25615176090551,5.35547814014429,3.96049813881195,4.90575981140137,2.92380598782702,5.40711325395023
"100","1",2016-05-21,"7","16",4.00314265891638,3.25615176090551,0.530356267901659,3.96049813881195,0.552946984767914,2.92380598782702,1.72182502514864
"100","1",2016-05-22,"7","16",3.24338016792485,3.25615176090551,0,3.96049813881195,0,2.92380598782702,1.10475898609625
"100","1",2016-05-23,"7","16",6.08501353131229,3.25615176090551,5.78314638020916,3.96049813881195,6.56734180450439,2.92380598782702,6.18344298906751
"100","1",2016-05-24,"7","16",6.15977172958965,3.25615176090551,6.0771826976101,3.96049813881195,6.28264284133911,2.92380598782702,6.18325288037435
"100","1",2016-05-25,"7","16",6.20877567613339,3.25615176090551,6.80071773998357,3.96049813881195,7.00211143493652,2.92380598782702,6.67548682703196
"100","1",2016-05-26,"7","16",6.12056870543382,3.25615176090551,5.53366910004852,3.96049813881195,6.76117610931396,2.92380598782702,6.19921806743605
"100","1",2016-05-27,"7","16",6.14245591118262,3.25615176090551,6.08307360905155,3.96049813881195,5.80507564544678,2.92380598782702,5.99784533610303
"100","1",2016-05-28,"7","16",3.86907585262743,3.25615176090551,0.785524426585571,3.96049813881195,1.22067785263062,2.92380598782702,2.00091261502115
"100","1",2016-05-29,"7","16",3.23614091256569,3.25615176090551,0,3.96049813881195,0.113988190889359,2.92380598782702,1.1455331484178
"100","2",2016-05-20,"7","16",3.90706678180034,8.08040738966964,4.44945370032793,5.68010748821259,4.86222553253174,7.67172065640163,4.41848978917918
"100","2",2016-05-21,"7","16",3.49514938466878,8.08040738966964,3.42178556030996,5.68010748821259,4.12758159637451,7.67172065640163,3.65676649500162
"100","2",2016-05-22,"7","16",2.33972257230076,8.08040738966964,0.754578083616547,5.68010748821259,2.3677806854248,7.67172065640163,1.69946454726808
"100","2",2016-05-23,"7","16",2.62449952951834,8.08040738966964,2.71841744593701,5.68010748821259,3.97185277938843,7.67172065640163,3.07122023555644
"100","2",2016-05-24,"7","16",3.99819080953357,8.08040738966964,4.14819506562744,5.68010748821259,4.38797807693481,7.67172065640163,4.17769932625892
"100","2",2016-05-25,"7","16",3.91068277854198,8.08040738966964,4.00774285288169,5.68010748821259,4.73562097549438,7.67172065640163,4.20038439439228
"100","2",2016-05-26,"7","16",3.97382617058208,8.08040738966964,4.30492274720039,5.68010748821259,4.87833404541016,7.67172065640163,4.38342476964802
"100","2",2016-05-27,"7","16",3.84571516221401,8.08040738966964,4.51879785002998,5.68010748821259,4.3060359954834,7.67172065640163,4.26068018702292
"100","2",2016-05-28,"7","16",3.12964729433286,8.08040738966964,3.08730612295152,5.68010748821259,3.16396594047546,7.67172065640163,3.12271752824815
"100","2",2016-05-29,"7","16",2.27333198230034,8.08040738966964,0.838335336023012,5.68010748821259,1.56893134117126,7.67172065640163,1.47257204641549
"101","1",2016-05-20,"17","47",4.9147927648652,0.593477429244283,4.27049839501839,1.18333704913644,2.92910432815552,0.37649718244929,3.79283814984906
"101","1",2016-05-21,"17","47",3.12247716525432,0.593477429244283,0.508947084812114,1.18333704913644,0,0.37649718244929,1.0974341825958
"101","1",2016-05-22,"17","47",2.76899507604153,0.593477429244283,0,1.18333704913644,0,0.37649718244929,0.899654800750338
"101","1",2016-05-23,"17","47",4.88494914594997,0.593477429244283,4.25329229308822,1.18333704913644,5.01199722290039,0.37649718244929,4.84708934891563
"101","1",2016-05-24,"17","47",4.93025778327674,0.593477429244283,4.82198933343457,1.18333704913644,4.91197776794434,0.37649718244929,4.90325354982292
"101","1",2016-05-25,"17","47",4.89358926793421,0.593477429244283,4.70477864156241,1.18333704913644,4.73366260528564,0.37649718244929,4.78091666862162
"101","1",2016-05-26,"17","47",4.94439576841402,0.593477429244283,4.77908883283078,1.18333704913644,4.71919679641724,0.37649718244929,4.80212391467477
"101","1",2016-05-27,"17","47",4.90842892545761,0.593477429244283,4.72451308065411,1.18333704913644,3.79514503479004,0.37649718244929,4.30829312194919
"101","1",2016-05-28,"17","47",3.16445063657461,0.593477429244283,0.683285259268359,1.18333704913644,0.0113648474216461,0.37649718244929,1.14530006758342
"101","1",2016-05-29,"17","47",2.83986753284838,0.593477429244283,0,1.18333704913644,0,0.37649718244929,0.922681474419402
"101","2",2016-05-20,"17","47",3.17067621071522,3.81280092032273,3.59038399764476,2.34226679510453,2.24544167518616,4.17520243281911,3.12500736295532
"101","2",2016-05-21,"17","47",2.54151709636072,3.81280092032273,2.33447352570234,2.34226679510453,1.78788578510284,4.17520243281911,2.25198300084058
"101","2",2016-05-22,"17","47",1.96395992617622,3.81280092032273,0.497013595072377,2.34226679510453,0.63788777589798,4.17520243281911,0.947615353683544
"101","2",2016-05-23,"17","47",2.1978268973391,3.81280092032273,1.7399570218464,2.34226679510453,2.13639736175537,4.17520243281911,1.9714999751628
"101","2",2016-05-24,"17","47",3.01101780160051,3.81280092032273,4.1058207567954,2.34226679510453,2.89436936378479,4.17520243281911,3.48422076885849
"101","2",2016-05-25,"17","47",2.87374082816197,3.81280092032273,4.08933899104758,2.34226679510453,2.53202414512634,4.17520243281911,3.34443063594128
"101","2",2016-05-26,"17","47",2.91769999197316,3.81280092032273,3.96858339127277,2.34226679510453,2.76358556747437,4.17520243281911,3.36105078252723
"101","2",2016-05-27,"17","47",2.84761150985842,3.81280092032273,3.83391083053789,2.34226679510453,2.25965309143066,4.17520243281911,3.14938794791533
"101","2",2016-05-28,"17","47",2.2129782078879,3.81280092032273,2.25211347425514,2.34226679510453,1.45159089565277,4.17520243281911,2.03461337552475
"101","2",2016-05-29,"17","47",1.80399934332898,3.81280092032273,0.570108401990178,2.34226679510453,0.29074439406395,4.17520243281911,0.84651844337843
"102","1",2016-05-20,"17","47",6.85636491103257,2.99146484389678,7.31298274737781,3.90652209502123,6.16232204437256,2.32476888746877,6.67834284699684
"102","1",2016-05-21,"17","47",4.19783827551573,2.99146484389678,0.551491924324015,3.90652209502123,0.319690644741058,2.32476888746877,1.64830572629765
"102","1",2016-05-22,"17","47",3.84661994200743,2.99146484389678,0,3.90652209502123,0,2.32476888746877,1.26013697971842
"102","1",2016-05-23,"17","47",6.83955266859862,2.99146484389678,7.51702325028835,3.90652209502123,8.07583522796631,2.32476888746877,7.53065032008663
"102","1",2016-05-24,"17","47",6.91710101505138,2.99146484389678,7.95358617713934,3.90652209502123,8.06928634643555,2.32476888746877,7.66281054871677
"102","1",2016-05-25,"17","47",6.9051189044492,2.99146484389678,7.84944726286003,3.90652209502123,7.88599729537964,2.32476888746877,7.55549658588478
"102","1",2016-05-26,"17","47",6.952313874923,2.99146484389678,7.9671980164461,3.90652209502123,8.10588836669922,2.32476888746877,7.6931901599111
"102","1",2016-05-27,"17","47",6.87182823663634,2.99146484389678,8.19381923233022,3.90652209502123,7.09868764877319,2.32476888746877,7.29909457005706
"102","1",2016-05-28,"17","47",4.28474991023856,2.99146484389678,0.802633388862166,3.90652209502123,0.798516988754272,2.32476888746877,1.94162529445873
"102","1",2016-05-29,"17","47",3.94566558600686,2.99146484389678,0,3.90652209502123,0,2.32476888746877,1.29258392809527
"102","2",2016-05-20,"17","47",4.23874403671276,2.36378581265146,4.90239980397003,1.23222446805107,3.78543949127197,2.97834367922742,4.48479354743809
"102","2",2016-05-21,"17","47",3.14449987912135,2.36378581265146,2.73191600313552,1.23222446805107,2.31186389923096,2.97834367922742,2.75325408594975
"102","2",2016-05-22,"17","47",2.57678548147733,2.36378581265146,0.63392968323414,1.23222446805107,1.02578437328339,2.97834367922742,1.2411158917117
"102","2",2016-05-23,"17","47",3.14393064067724,2.36378581265146,2.38724270391274,1.23222446805107,3.514408826828,2.97834367922742,2.8320938491387
"102","2",2016-05-24,"17","47",4.2263855706385,2.36378581265146,5.10003895285818,1.23222446805107,4.26688098907471,2.97834367922742,4.68653950815091
"102","2",2016-05-25,"17","47",4.05562490339784,2.36378581265146,4.44975060750928,1.23222446805107,3.8995623588562,2.97834367922742,4.22593740418544
"102","2",2016-05-26,"17","47",3.86698075005209,2.36378581265146,4.42898265056309,1.23222446805107,4.26423263549805,2.97834367922742,4.24235456503071
"102","2",2016-05-27,"17","47",3.56578134688457,2.36378581265146,5.04685825454667,1.23222446805107,3.63033437728882,2.97834367922742,4.34498963856422
"102","2",2016-05-28,"17","47",2.6209838743967,2.36378581265146,2.82651122943967,1.23222446805107,1.77356004714966,2.97834367922742,2.54601016440079
"102","2",2016-05-29,"17","47",2.30969039120473,2.36378581265146,0.63970425406615,1.23222446805107,0.579131662845612,2.97834367922742,1.07664585880782
"103","1",2016-05-20,"20","56",3.63637468681353,1.37011569107294,3.82083390764171,1.00676600179781,2.53977537155151,0.77125951548709,3.22620172465547
"103","1",2016-05-21,"20","56",2.41916963119433,1.37011569107294,0.843357342829788,1.00676600179781,0,0.77125951548709,0.862117390831456
"103","1",2016-05-22,"20","56",1.96502400690753,1.37011569107294,0,1.00676600179781,0,0.77125951548709,0.474944853241026
"103","1",2016-05-23,"20","56",3.76980059836161,1.37011569107294,3.85070817327438,1.00676600179781,4.20261383056641,0.77125951548709,3.98225072000362
"103","1",2016-05-24,"20","56",3.70144596236645,1.37011569107294,3.61660180142172,1.00676600179781,3.49550819396973,0.77125951548709,3.585114570454
"103","1",2016-05-25,"20","56",3.65553649921762,1.37011569107294,3.50400377581546,1.00676600179781,4.01826858520508,0.77125951548709,3.76143917380313
"103","1",2016-05-26,"20","56",3.56553764064064,1.37011569107294,3.47437058120853,1.00676600179781,3.94840097427368,0.77125951548709,3.69994017815302
"103","1",2016-05-27,"20","56",3.70490461483342,1.37011569107294,4.25532665459091,1.00676600179781,3.5379478931427,0.77125951548709,3.81426889856725
"103","1",2016-05-28,"20","56",2.51359912307398,1.37011569107294,0.999161373848836,1.00676600179781,0.464632868766785,0.77125951548709,1.13568918073213
"103","1",2016-05-29,"20","56",2.07724978925821,1.37011569107294,0,1.00676600179781,0,0.77125951548709,0.502069742067339
"103","2",2016-05-20,"20","56",2.14971167467556,0.581758940919751,2.34607767790354,0.593337533169101,1.63430118560791,0.566004363843567,2.03761498724182
"103","2",2016-05-21,"20","56",1.69949713039498,0.581758940919751,1.31072195167195,0.593337533169101,0.935364246368408,0.566004363843567,1.31170904536584
"103","2",2016-05-22,"20","56",1.35162217040404,0.581758940919751,0.0865043690390253,0.593337533169101,0.242631912231445,0.566004363843567,0.560387110950246
"103","2",2016-05-23,"20","56",1.70793055591977,0.581758940919751,1.38415539146677,0.593337533169101,1.7545747756958,0.566004363843567,1.61834091071519
"103","2",2016-05-24,"20","56",2.02875520795169,0.581758940919751,2.23580887480706,0.593337533169101,1.63879668712616,0.566004363843567,1.96300431240548
"103","2",2016-05-25,"20","56",1.94382488753146,0.581758940919751,2.01779809743146,0.593337533169101,1.72159361839294,0.566004363843567,1.89200615657845
"103","2",2016-05-26,"20","56",2.0577461561857,0.581758940919751,2.43215004551532,0.593337533169101,1.97329151630402,0.566004363843567,2.15091849018425
"103","2",2016-05-27,"20","56",2.11177256826527,0.581758940919751,2.46525643790508,0.593337533169101,1.84739291667938,0.566004363843567,2.1366526566432
"103","2",2016-05-28,"20","56",1.57802967571945,0.581758940919751,1.34042648906964,0.593337533169101,0.979522347450256,0.566004363843567,1.29610055091033
"103","2",2016-05-29,"20","56",1.33309227330113,0.581758940919751,0.146250530674184,0.593337533169101,0.104305505752563,0.566004363843567,0.526439155345712
"104","1",2016-05-20,"20","56",4.07131355901004,2.04722979259124,4.26514305098972,2.23957305264855,2.88865780830383,1.58133455994955,3.64936913594541
