"Zona","Area","Sottoarea","Categoria_prodotto","Data","Vendite"
"Zona_21","Area_57","Sottoarea_1","Prodotto_1","2016-05-20",2.17220694480709
"Zona_21","Area_57","Sottoarea_1","Prodotto_1","2016-05-21",1.8439056626926
"Zona_21","Area_57","Sottoarea_1","Prodotto_1","2016-05-22",0.536418645222404
"Zona_21","Area_57","Sottoarea_1","Prodotto_1","2016-05-23",1.86799817817056
"Zona_21","Area_57","Sottoarea_1","Prodotto_1","2016-05-24",2.74706111504169
"Zona_21","Area_57","Sottoarea_1","Prodotto_1","2016-05-25",2.34138333307186
"Zona_21","Area_57","Sottoarea_1","Prodotto_1","2016-05-26",4.08962349098795
"Zona_21","Area_57","Sottoarea_1","Prodotto_1","2016-05-27",3.72701582352739
"Zona_21","Area_57","Sottoarea_1","Prodotto_1","2016-05-28",0
"Zona_21","Area_57","Sottoarea_1","Prodotto_1","2016-05-29",0.0251776156659386
"Zona_21","Area_57","Sottoarea_1","Prodotto_2","2016-05-20",1.76922995155754
"Zona_21","Area_57","Sottoarea_1","Prodotto_2","2016-05-21",1.77567852958519
"Zona_21","Area_57","Sottoarea_1","Prodotto_2","2016-05-22",0.3594509322891
"Zona_21","Area_57","Sottoarea_1","Prodotto_2","2016-05-23",0.662043609728501
"Zona_21","Area_57","Sottoarea_1","Prodotto_2","2016-05-24",1.65028301648543
"Zona_21","Area_57","Sottoarea_1","Prodotto_2","2016-05-25",1.62199423085373
"Zona_21","Area_57","Sottoarea_1","Prodotto_2","2016-05-26",2.61328018561375
"Zona_21","Area_57","Sottoarea_1","Prodotto_2","2016-05-27",2.15991221572497
"Zona_21","Area_57","Sottoarea_1","Prodotto_2","2016-05-28",0.369237459160112
"Zona_21","Area_57","Sottoarea_1","Prodotto_2","2016-05-29",0
"Zona_13","Area_33","Sottoarea_10","Prodotto_1","2016-05-20",5.43012847355128
"Zona_13","Area_33","Sottoarea_10","Prodotto_1","2016-05-21",2.20467785707529
"Zona_13","Area_33","Sottoarea_10","Prodotto_1","2016-05-22",0
"Zona_13","Area_33","Sottoarea_10","Prodotto_1","2016-05-23",4.58844461342631
"Zona_13","Area_33","Sottoarea_10","Prodotto_1","2016-05-24",4.27725925156604
"Zona_13","Area_33","Sottoarea_10","Prodotto_1","2016-05-25",5.37589773496006
"Zona_13","Area_33","Sottoarea_10","Prodotto_1","2016-05-26",6.66501879898209
"Zona_13","Area_33","Sottoarea_10","Prodotto_1","2016-05-27",4.53287670282059
"Zona_13","Area_33","Sottoarea_10","Prodotto_1","2016-05-28",0.744920756211228
"Zona_13","Area_33","Sottoarea_10","Prodotto_1","2016-05-29",0
"Zona_13","Area_33","Sottoarea_10","Prodotto_2","2016-05-20",3.03072672886932
"Zona_13","Area_33","Sottoarea_10","Prodotto_2","2016-05-21",2.56299467208435
"Zona_13","Area_33","Sottoarea_10","Prodotto_2","2016-05-22",0.844023203659896
"Zona_13","Area_33","Sottoarea_10","Prodotto_2","2016-05-23",4.08623017368735
